client_id,full_name,email,age,country,signup_date,last_purchase_date,total_spent,is_active,segment,phone_number
221,Molly Johnson,qsmithlawrence-hansen.com,23.0,Canada,2023-09-24,2023-05-25,,False,,invalid
241,Helen Conley,katherine72hill.info,-5.0,Panama,2023-06-06,2025-04-13,unknown,FALSE,basic,229.138.2701x85565
223, Sara Gibbs,poncecarolyn@hotmail.com,,Canada,2023-06-13,2020-02-15,,False,Basic,871-841-9509x24257
224,George Potts,sandra97@bryant.org,,Usa,2024-07-11,2023-07-06,,FALSE,Premium,327.030.7021x2831
63,Chelsea Strong,amartin@palmer-perez.info,,Canada,2021-10-23,2020-10-19,unknown,False,,811.819.1024
226,Susan Thomas,marcfarmer@hotmail.com,,United States,2025-01-28,2021-04-12,unknown,FALSE,Premium,332-967-6092x90410
220,Daniel Lozano,andrewcole@wade-clark.com,,United States,2023-11-15,2024-01-18,,True,basic,(590)019-9773x78043
22,Sandra Walton,karen65@hotmail.com,,PANAMA,2022-12-08,2021-06-21,unknown,FALSE,VIP,091-013-5918x64327
229,Shawn Matthews,romanmartha@jones.biz,37.0,Panama,2022-08-16,2020-12-30,985.0,FALSE,Basic,334-401-2874
230,Peter Meyers,davidgonzalez@simpson.com,-5.0,Usa,2024-05-08,2019-04-07,4573.41,true,Premium,001-929-265-8833
184,Jonathan Fowler,rdickson@williams-morris.com,150.0,Canada,2021-02-08,2022-08-19,4730.24,True, V.I.P,189.649.8230x7137
149,Teresa Smith,elizabeth09@gmail.com,-5.0,PANAMA,2021-04-07,2021-02-19,1174.63,True, V.I.P,044-111-3990
233,Ronald Franklin,zchandler@wyatt-johnson.com,150.0,Panamá,2023-08-07,2021-04-26,,False,VIP,(360)049-8342x90643
234,Christopher Chavez,marydaniel@phillips-myers.com,,panama,2024-12-01,2021-09-26,3942.4,true,Premium,405-949-4345x844
194,Mr. Jason Cherry,joshuawatson@ramos.biz,,Panama,2025-06-22,2023-08-25,,False, V.I.P,139-749-1001x38658
236,Edward Simpson,amy87@oliver-martinez.net,-5.0,panama,2021-04-14,2018-04-11,717.15,True,basic,393.041.6565
237,Joyce Perry,brooksmaria@wilson-sutton.com,,Panamá,2021-12-20,2022-05-24,unknown,False,Premium ,3844317187
238,Elizabeth Garcia,michaelmacias@watson.com,-5.0,Canada,2022-07-07,2025-04-24,unknown,False,VIP,064.464.1009x23808
239,Lori Roberts,breannacase@crawford.com,61.0,CANADA,2023-11-27,2020-11-19,unknown,False,basic,322.487.4743
176,Joel Hartman,kathrynprice@bailey.info,,PANAMA,2021-12-28,2025-10-25,unknown,True,VIP,(676)390-4980x79069
241,Kyle Orozco,nelsontammy@evans.com,,CANADA,2022-08-12,2025-10-06,unknown,FALSE,,297.657.8291
242,Ryan Taylor,denisepeterson@hotmail.com,44.0,PANAMA,2025-09-25,2022-09-19,,FALSE,Premium ,001-157-012-2442x32558
243,Nicole Lawrence,lhuff@harrison-harris.info,150.0,Usa,2024-02-18,2017-02-24,4142.82,False,Premium,187.694.5112
244,Christopher Stevens MD,anthonylopez@hotmail.com,,panama,2023-10-05,2022-11-02,,FALSE,,001-745-955-1461x79595
221,Paul Parks,leah30@castro.com,150.0,Panama,2024-02-18,2022-05-04,4901.42,True,Premium,703-456-5011x05920
155,Deborah Shepherd,paula33@jensen.com,,panama,2023-02-10,2023-01-22,unknown,true,basic,546-530-6251x23827
160,Jill Baldwin,mmiller@wilkins.biz,-5.0,PANAMA,2023-08-25,2024-08-07,unknown,True,Premium,004.962.3396
248,Olivia Cisneros,sarabender@smith.com,30.0,Canada,2022-12-21,2021-03-05,,true,Premium ,568.615.9156
249,Amy Carney,jennifer21@yahoo.com,40.0,USA,2023-04-15,2021-04-29,4204.22,true,,633.116.2798x788
92,Michelle Arroyo,castillojamie@duncan-miller.net,34.0,Panamá,2021-12-15,2022-01-28,,False,,616-048-4695x74007
